categoria,region,fecha,variacion_mensual,variacion_interanual,indice,origen,unidad_medida,precio_promedio
"Aceites, grasas y manteca",Región Noreste,2024-08,1.7,159.7,7437.3557,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-09,0.8,139.3,7497.9092,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-10,2.1,133.1,7658.6056,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-11,2.9,122.9,7883.5267,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2024-12,5.1,62.0,8282.855,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-01,3.4,30.1,8566.0839,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-02,1.6,23.9,8702.6503,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-03,3.0,24.5,8959.8811,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-04,5.0,29.1,9404.5323,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-05,4.3,35.8,9805.3293,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-06,3.0,37.6,10100.333,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-07,1.1,39.7,10214.9287,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-08,2.3,40.5,10451.3448,variaciones,,
"Aceites, grasas y manteca",Región Noreste,2025-09,4.3,45.4,10901.404,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-01,5.4,,105.3914,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-02,12.4,,118.4508,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-03,1.3,,120.0353,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-04,1.5,,121.7937,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-05,0.0,,121.8098,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-06,-0.4,,121.3194,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-07,0.1,,121.479,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-08,1.3,,123.1188,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-09,1.8,,125.379,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-10,1.2,,126.8599,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-11,1.1,,128.2593,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2017-12,0.2,28.6,128.563,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-01,1.4,23.7,130.4007,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-02,1.5,11.8,132.397,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-03,1.0,11.4,133.7277,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-04,2.2,12.2,136.6691,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-05,4.8,17.6,143.2644,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-06,5.2,24.3,150.7758,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-07,7.8,33.7,162.4696,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-08,5.6,39.3,171.5134,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-09,11.4,52.5,191.1478,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-10,8.9,64.1,208.1278,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-11,2.4,66.2,213.1165,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2018-12,1.7,68.6,216.7868,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-01,1.1,68.1,219.1444,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-02,2.2,69.2,223.9677,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-03,2.9,72.4,230.4828,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-04,6.2,79.1,244.7256,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-05,6.0,81.1,259.3863,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-06,3.0,77.2,267.1445,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-07,2.4,68.4,273.612,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-08,4.2,66.3,285.1758,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-09,7.3,60.1,305.9914,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-10,2.1,50.1,312.2972,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-11,1.6,48.9,317.3351,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2019-12,1.8,49.0,322.9643,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-01,6.1,56.4,342.6442,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-02,5.1,60.8,360.0304,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-03,1.1,58.0,364.0719,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-04,3.1,53.3,375.2048,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-05,0.2,44.9,375.9169,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-06,0.5,41.5,377.8826,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-07,1.7,40.5,384.389,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-08,2.6,38.3,394.311,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-09,1.3,30.5,399.3122,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-10,7.3,37.1,428.297,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-11,4.4,40.9,447.1569,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2020-12,3.9,43.9,464.6884,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-01,4.3,41.5,484.8218,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-02,8.9,46.6,527.916,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-03,8.0,56.6,570.241,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-04,5.5,60.4,601.7145,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-05,4.6,67.4,629.4056,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-06,6.8,77.9,672.3069,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-07,3.6,81.2,696.6174,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-08,2.4,80.8,713.0828,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-09,2.4,82.9,730.2973,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-10,0.9,72.1,737.0948,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-11,0.9,66.3,743.5165,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2021-12,1.6,62.6,755.4436,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-01,3.7,61.6,783.6035,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-02,3.8,54.1,813.4761,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-03,5.2,50.1,855.9097,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-04,10.6,57.3,946.3445,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-05,7.4,61.6,1016.8088,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-06,6.4,60.9,1082.0102,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-07,9.3,69.8,1182.6648,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-08,12.8,87.1,1333.8778,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-09,6.7,94.9,1423.2361,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-10,5.5,103.7,1501.7819,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-11,1.9,105.8,1530.0845,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2022-12,2.5,107.7,1568.7764,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-01,4.5,109.2,1639.5432,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-02,5.1,111.9,1723.4029,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-03,6.8,115.1,1841.1868,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-04,4.1,102.5,1916.363,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-05,4.4,96.7,2000.1255,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-06,8.8,101.1,2175.3958,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-07,4.0,91.2,2261.5756,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-08,7.2,81.8,2425.2814,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-09,10.4,88.1,2677.7332,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-10,5.9,88.9,2836.6402,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-11,12.4,108.3,3187.2513,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2023-12,39.8,183.9,4454.4569,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-01,31.2,256.4,5843.8491,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-02,8.8,269.1,6360.4898,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-03,6.4,267.4,6765.1673,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-04,4.3,268.1,7053.9707,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-05,1.6,258.2,7164.9357,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-06,5.1,246.2,7530.7217,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-07,1.8,238.9,7664.3139,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-08,0.9,219.0,7736.4432,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-09,2.1,195.1,7901.8734,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-10,2.3,184.9,8081.4898,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-11,5.1,166.4,8490.6114,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2024-12,3.7,97.6,8803.0012,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-01,3.1,55.3,9077.7925,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-02,2.7,46.5,9321.2165,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-03,2.9,41.8,9592.2189,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-04,4.7,42.3,10038.4192,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-05,4.6,46.6,10503.8118,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-06,4.0,45.1,10926.2206,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-07,0.6,43.4,10988.4525,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-08,2.2,45.2,11234.1724,variaciones,,
"Aceites, grasas y manteca",Región Noroeste,2025-09,2.9,46.3,11560.8741,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-01,2.5,,102.4618,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-02,2.2,,104.6783,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-03,1.7,,106.4166,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-04,-1.2,,105.1668,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-05,1.4,,106.6383,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-06,1.5,,108.2023,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-07,1.3,,109.6478,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-08,2.1,,111.9631,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-09,0.3,,112.3503,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-10,0.8,,113.295,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-11,0.4,,113.754,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2017-12,0.7,14.6,114.6059,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-01,0.2,12.1,114.8728,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-02,0.7,10.6,115.7304,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-03,2.1,11.1,118.2051,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-04,3.0,15.7,121.6926,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-05,4.6,19.4,127.3225,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-06,6.8,25.7,136.0075,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-07,8.8,35.0,147.9903,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-08,3.6,36.9,153.3115,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-09,11.8,52.5,171.3706,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-10,7.6,62.8,184.4727,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-11,2.7,66.6,189.4914,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2018-12,1.4,67.6,192.0933,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-01,1.1,69.1,194.2321,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-02,1.9,71.0,197.8847,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-03,3.1,72.5,203.9326,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-04,6.0,77.6,216.1726,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-05,4.1,76.7,225.0274,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-06,4.1,72.3,234.2945,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-07,3.7,64.1,242.8593,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-08,3.5,64.0,251.4276,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-09,6.9,56.9,268.8743,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-10,2.9,50.0,276.7982,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-11,1.8,48.8,281.9154,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2019-12,1.9,49.6,287.3426,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-01,6.7,57.9,306.6669,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-02,3.1,59.8,316.2326,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-03,2.0,58.2,322.5205,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-04,0.0,49.3,322.644,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-05,0.1,43.6,323.1054,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-06,1.2,39.6,327.0296,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-07,1.1,36.2,330.7811,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-08,2.0,34.3,337.5558,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-09,0.9,26.7,340.6752,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-10,3.9,27.8,353.8632,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-11,4.4,31.1,369.5513,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2020-12,2.6,31.9,379.029,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-01,7.1,32.4,405.9871,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-02,7.3,37.7,435.5303,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-03,5.9,43.0,461.0981,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-04,8.1,54.5,498.396,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-05,5.1,62.1,523.6602,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-06,5.4,68.7,551.8369,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-07,4.1,73.7,574.459,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-08,2.0,73.6,586.1518,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-09,2.3,76.0,599.6256,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-10,2.9,74.3,616.7283,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-11,0.4,67.5,619.0697,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2021-12,1.5,65.8,628.47,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-01,4.2,61.2,654.642,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-02,2.4,54.0,670.5014,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-03,4.6,52.1,701.2087,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-04,7.1,50.6,750.727,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-05,7.0,53.3,802.9948,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-06,6.3,54.7,853.5369,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-07,10.1,63.5,939.519,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-08,10.6,77.3,1039.1567,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-09,10.2,91.0,1145.1176,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-10,5.6,96.1,1209.0999,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-11,3.3,101.8,1249.1116,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2022-12,3.4,105.5,1291.2814,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-01,5.9,108.9,1367.5909,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-02,5.1,114.3,1436.9739,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-03,5.7,116.6,1518.8082,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-04,5.0,112.5,1594.9508,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-05,5.0,108.5,1673.9618,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-06,4.5,105.0,1750.0107,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-07,4.6,94.9,1830.8588,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-08,8.3,90.8,1982.3206,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-09,10.9,92.0,2198.2196,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-10,7.9,96.1,2371.0714,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-11,12.6,113.7,2669.9355,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2023-12,42.4,194.4,3800.8911,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-01,33.6,271.2,5076.3447,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-02,12.9,298.8,5730.3819,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-03,7.2,304.5,6143.8882,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-04,4.7,303.2,6431.0579,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-05,3.5,297.4,6653.0387,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-06,2.9,291.2,6845.7885,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-07,3.3,286.3,7071.8367,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-08,2.2,264.4,7224.0675,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-09,2.9,238.1,7431.91,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-10,1.9,219.4,7574.2266,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-11,3.2,192.9,7819.4448,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2024-12,2.9,111.7,8046.4481,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-01,3.6,64.3,8338.3489,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-02,2.3,48.8,8527.5053,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-03,3.6,43.8,8833.6423,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-04,3.7,42.5,9163.6084,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-05,3.9,43.1,9521.6678,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-06,3.4,43.9,9847.7659,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-07,1.4,41.1,9981.8933,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-08,2.1,41.0,10187.0882,variaciones,,
"Aceites, grasas y manteca",Región Pampeana,2025-09,3.8,42.3,10576.6591,variaciones,,
"Aceites, grasas y manteca",Región Patagonia,2016-12,,,100.0,variaciones,,
"Aceites, grasas y manteca",Región Patagonia,2017-01,3.9,,103.9494,variaciones,,
"Aceites, grasas y manteca",Región Patagonia,2017-02,0.6,,104.5625,variaciones,,
"Aceites, grasas y manteca",Región Patagonia,2017-03,2.6,,107.2931,variaciones,,
